episode_id,season,episode_num,char_a,char_b,total_weight,scene_count
S01E11,1,11,Donna Paulsen,Harvey Specter,12.328828005937952,1
S01E11,1,11,Harvey Specter,Kyle Durant,12.328828005937952,1
S01E11,1,11,Donna Paulsen,Louis Litt,10.198039027185569,1
S01E11,1,11,Kyle Durant,Louis Litt,10.198039027185569,1
S01E11,1,11,Harvey Specter,Trevor Evans,8.717797887081348,1
S01E11,1,11,Jenny Griffith,Jessica Pearson,7.937253933193772,1
S01E11,1,11,Jessica Pearson,Mike Ross,7.937253933193772,1
S01E11,1,11,Jessica Pearson,Rachel Zane,7.937253933193772,1
S01E11,1,11,Louis Litt,Trevor Evans,7.211102550927978,1
S01E11,1,11,Jenny Griffith,Mike Ross,7.0,1
S01E11,1,11,Jenny Griffith,Rachel Zane,7.0,1
S01E11,1,11,Mike Ross,Rachel Zane,7.0,1
S01E11,1,11,Daniel Hardman,Harvey Specter,6.164414002968976,1
S01E11,1,11,Donna Paulsen,Jessica Pearson,6.0,1
S01E11,1,11,Jessica Pearson,Kyle Durant,6.0,1
S01E11,1,11,Donna Paulsen,Jenny Griffith,5.291502622129181,1
S01E11,1,11,Donna Paulsen,Mike Ross,5.291502622129181,1
S01E11,1,11,Donna Paulsen,Rachel Zane,5.291502622129181,1
S01E11,1,11,Jenny Griffith,Kyle Durant,5.291502622129181,1
S01E11,1,11,Kyle Durant,Mike Ross,5.291502622129181,1
S01E11,1,11,Kyle Durant,Rachel Zane,5.291502622129181,1
S01E11,1,11,Daniel Hardman,Louis Litt,5.0990195135927845,1
S01E11,1,11,Jessica Pearson,Trevor Evans,4.242640687119285,1
S01E11,1,11,Donna Paulsen,Kyle Durant,4.0,1
S01E11,1,11,Jenny Griffith,Trevor Evans,3.7416573867739413,1
S01E11,1,11,Mike Ross,Trevor Evans,3.7416573867739413,1
S01E11,1,11,Rachel Zane,Trevor Evans,3.7416573867739413,1
S01E11,1,11,Daniel Hardman,Jessica Pearson,3.0,1
S01E11,1,11,Donna Paulsen,Trevor Evans,2.8284271247461903,1
S01E11,1,11,Kyle Durant,Trevor Evans,2.8284271247461903,1
S01E11,1,11,Daniel Hardman,Jenny Griffith,2.6457513110645907,1
S01E11,1,11,Daniel Hardman,Mike Ross,2.6457513110645907,1
S01E11,1,11,Daniel Hardman,Rachel Zane,2.6457513110645907,1
S01E11,1,11,Daniel Hardman,Donna Paulsen,2.0,1
S01E11,1,11,Daniel Hardman,Kyle Durant,2.0,1
S01E11,1,11,Daniel Hardman,Trevor Evans,1.4142135623730951,1
S01E12,1,12,Harvey Specter,Louis Litt,15.588457268119896,1
S01E12,1,12,Harvey Specter,Trevor Evans,12.727922061357855,1
S01E12,1,12,Harvey Specter,Mike Ross,11.61895003862225,1
S01E12,1,12,Donna Paulsen,Harvey Specter,10.392304845413264,1
S01E12,1,12,Harvey Specter,Jenny Griffith,10.392304845413264,1
S01E12,1,12,Harvey Specter,Rachel Zane,9.0,1
S01E12,1,12,Harvey Specter,Jessica Pearson,7.3484692283495345,1
S01E12,1,12,Louis Litt,Trevor Evans,7.3484692283495345,1
S01E12,1,12,Louis Litt,Mike Ross,6.708203932499369,1
S01E12,1,12,Donna Paulsen,Louis Litt,6.0,1
S01E12,1,12,Jenny Griffith,Louis Litt,6.0,1
S01E12,1,12,Mike Ross,Trevor Evans,5.477225575051661,1
S01E12,1,12,Harvey Specter,Norma,5.196152422706632,1
S01E12,1,12,Louis Litt,Rachel Zane,5.196152422706632,1
S01E12,1,12,Donna Paulsen,Trevor Evans,4.898979485566356,1
S01E12,1,12,Jenny Griffith,Trevor Evans,4.898979485566356,1
S01E12,1,12,Donna Paulsen,Mike Ross,4.47213595499958,1
S01E12,1,12,Jenny Griffith,Mike Ross,4.47213595499958,1
S01E12,1,12,Jessica Pearson,Louis Litt,4.242640687119285,1
S01E12,1,12,Rachel Zane,Trevor Evans,4.242640687119285,1
S01E12,1,12,Donna Paulsen,Jenny Griffith,4.0,1
S01E12,1,12,Mike Ross,Rachel Zane,3.872983346207417,1
S01E12,1,12,Donna Paulsen,Rachel Zane,3.4641016151377544,1
S01E12,1,12,Jenny Griffith,Rachel Zane,3.4641016151377544,1
S01E12,1,12,Jessica Pearson,Trevor Evans,3.4641016151377544,1
S01E12,1,12,Jessica Pearson,Mike Ross,3.1622776601683795,1
S01E12,1,12,Louis Litt,Norma,3.0,1
S01E12,1,12,Donna Paulsen,Jessica Pearson,2.8284271247461903,1
S01E12,1,12,Jenny Griffith,Jessica Pearson,2.8284271247461903,1
S01E12,1,12,Jessica Pearson,Rachel Zane,2.449489742783178,1
S01E12,1,12,Norma,Trevor Evans,2.449489742783178,1
S01E12,1,12,Mike Ross,Norma,2.23606797749979,1
S01E12,1,12,Donna Paulsen,Norma,2.0,1
S01E12,1,12,Jenny Griffith,Norma,2.0,1
S01E12,1,12,Norma,Rachel Zane,1.7320508075688772,1
S01E12,1,12,Jessica Pearson,Norma,1.4142135623730951,1
S02E01,2,1,Harvey Specter,Mike Ross,15.716233645501712,1
S02E01,2,1,Daniel Hardman,Harvey Specter,14.45683229480096,1
S02E01,2,1,Harvey Specter,Jessica Pearson,14.45683229480096,1
S02E01,2,1,Daniel Hardman,Mike Ross,11.958260743101398,1
S02E01,2,1,Jessica Pearson,Mike Ross,11.958260743101398,1
S02E01,2,1,Daniel Hardman,Jessica Pearson,11.0,1
S02E01,2,1,Harvey Specter,Rachel Zane,10.677078252031311,1
S02E01,2,1,Harvey Specter,Jenny Griffith,9.746794344808963,1
S02E01,2,1,Mike Ross,Rachel Zane,8.831760866327848,1
